"","Address","Species","Block","Street","Trap","AddressNumberAndStreet","Latitude","Longitude","WnvPresent","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
"2773","South Stony Island Avenue, Chicago, IL, USA","CULEX TERRITANS","10"," S STONY ISLAND AVE","T138","1000  S STONY ISLAND AVE, Chicago, IL",41.726465,-87.585413,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2774","South Torrence Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","13"," S TORRENCE AVE","T200","1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2775","South Torrence Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","13"," S TORRENCE AVE","T200","1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2776","South Torrence Avenue, Chicago, IL, USA","CULEX PIPIENS","13"," S TORRENCE AVE","T200","1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2777","South Torrence Avenue, Chicago, IL, USA","CULEX PIPIENS","13"," S TORRENCE AVE","T200","1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2778","South Torrence Avenue, Chicago, IL, USA","CULEX TERRITANS","13"," S TORRENCE AVE","T200","1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2779","South Torrence Avenue, Chicago, IL, USA","CULEX TERRITANS","13"," S TORRENCE AVE","T200","1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2780","South Mackinaw Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","13"," S MACKINAW","T206","1300  S MACKINAW, Chicago, IL",41.737052,-87.543067,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2781","South Mackinaw Avenue, Chicago, IL 60617, USA","CULEX PIPIENS","13"," S MACKINAW","T206","1300  S MACKINAW, Chicago, IL",41.737052,-87.543067,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2782","South Brandon Avenue, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","13"," S BRANDON","T209","1300  S BRANDON, Chicago, IL",41.740641,-87.546587,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2783","South Brandon Avenue, Chicago, IL 60617, USA","CULEX PIPIENS","13"," S BRANDON","T209","1300  S BRANDON, Chicago, IL",41.740641,-87.546587,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2784","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2785","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,1,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2786","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2787","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2788","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2789","3700 118th Street, Chicago, IL 60617, USA","CULEX PIPIENS","37"," E 118TH ST","T212","3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2790","3800 East 115th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","38"," E 115TH ST","T215","3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2791","3800 East 115th Street, Chicago, IL 60617, USA","CULEX PIPIENS","38"," E 115TH ST","T215","3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2792","3800 East 115th Street, Chicago, IL 60617, USA","CULEX SALINARIUS","38"," E 115TH ST","T215","3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2793","3800 East 115th Street, Chicago, IL 60617, USA","CULEX TERRITANS","38"," E 115TH ST","T215","3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2794","East 91st Street, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","81"," E 91ST ST","T107","8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,1,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2795","East 91st Street, Chicago, IL, USA","CULEX PIPIENS","81"," E 91ST ST","T107","8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2796","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2797","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2798","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2799","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2800","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2801","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,1,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2802","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2803","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2804","2400 East 105th Street, Chicago, IL 60617, USA","CULEX PIPIENS","24"," E 105TH ST","T128","2400  E 105TH ST, Chicago, IL",41.704572,-87.565666,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2805","South Cottage Grove Avenue, Chicago, IL, USA","CULEX PIPIENS/RESTUANS","10"," S COTTAGE GROVE","T102","1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2806","South Cottage Grove Avenue, Chicago, IL, USA","CULEX PIPIENS","10"," S COTTAGE GROVE","T102","1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2807","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2808","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2809","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2810","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2811","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2812","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2813","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2814","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS/RESTUANS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2815","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2816","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2817","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2818","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2819","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2820","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2821","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2822","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,1,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2823","South Avenue L, Chicago, IL 60617, USA","CULEX PIPIENS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2824","South Avenue L, Chicago, IL 60617, USA","CULEX TERRITANS","11"," S AVENUE L","T103","1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2825","4000 East 130th Street, Chicago, IL 60633, USA","CULEX PIPIENS/RESTUANS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2826","4000 East 130th Street, Chicago, IL 60633, USA","CULEX PIPIENS","40"," E 130TH ST","T221","4000  E 130TH ST, Chicago, IL",41.659112,-87.538693,0,2007-08-28,91,67,79,9,66,70,0,14,513,1834,0,29.28,29.99,9,20,9.5
"2827","4100 North Oak Park Avenue, Chicago, IL 60634, USA","CULEX PIPIENS/RESTUANS","41"," N OAK PARK AVE","T002","4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,1,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2828","4100 North Oak Park Avenue, Chicago, IL 60634, USA","CULEX PIPIENS","41"," N OAK PARK AVE","T002","4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,1,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2829","6200 North Mandell Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","62"," N MANDELL AVE","T007","6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2830","6200 North Mandell Avenue, Chicago, IL 60646, USA","CULEX PIPIENS","62"," N MANDELL AVE","T007","6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2831","7900 West Foster Avenue, Chicago, IL 60656, USA","CULEX PIPIENS","79"," W FOSTER AVE","T015","7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2832","1500 West Webster Avenue, Chicago, IL 60614, USA","CULEX PIPIENS/RESTUANS","15"," W WEBSTER AVE","T045","1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2833","1500 West Webster Avenue, Chicago, IL 60614, USA","CULEX PIPIENS","15"," W WEBSTER AVE","T045","1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2834","1100 West Chicago Avenue, Chicago, IL 60642, USA","CULEX PIPIENS","11"," W CHICAGO","T049","1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2835","2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX PIPIENS/RESTUANS","22"," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2836","2200 North Cannon Drive, Chicago, IL 60614, USA","CULEX PIPIENS","22"," N CANNON DR","T054","2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2837","North Streeter Drive, Chicago, IL 60611, USA","CULEX PIPIENS/RESTUANS","53"," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2838","North Streeter Drive, Chicago, IL 60611, USA","CULEX RESTUANS","53"," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2839","North Streeter Drive, Chicago, IL 60611, USA","CULEX PIPIENS","53"," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2840","North Streeter Drive, Chicago, IL 60611, USA","CULEX TERRITANS","53"," N STREETER DR","T129","5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2841","6500 North Oak Park Avenue, Chicago, IL 60631, USA","CULEX PIPIENS/RESTUANS","65"," N OAK PARK AVE","T143","6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2842","7500 North Oakley Avenue, Chicago, IL 60645, USA","CULEX PIPIENS/RESTUANS","75"," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2843","7500 North Oakley Avenue, Chicago, IL 60645, USA","CULEX PIPIENS","75"," N OAKLEY AVE","T148","7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.687769,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2844","1500 North Long Avenue, Chicago, IL 60651, USA","CULEX PIPIENS/RESTUANS","15"," N LONG AVE","T153","1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2845","9100 West Higgins Avenue, Chicago, IL 60656, USA","CULEX PIPIENS/RESTUANS","91"," W HIGGINS AVE","T009","9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2846","9100 West Higgins Avenue, Chicago, IL 60656, USA","CULEX PIPIENS","91"," W HIGGINS AVE","T009","9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2847","9100 West Higgins Avenue, Chicago, IL 60656, USA","CULEX PIPIENS","91"," W HIGGINS AVE","T009","9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2848","9100 West Higgins Avenue, Chicago, IL 60656, USA","CULEX PIPIENS","91"," W HIGGINS AVE","T009","9100  W HIGGINS AVE, Chicago, IL",41.981964,-87.812827,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2849","3600 North Pittsburgh Avenue, Chicago, IL 60634, USA","CULEX PIPIENS/RESTUANS","36"," N PITTSBURGH AVE","T011","3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2850","3600 North Pittsburgh Avenue, Chicago, IL 60634, USA","CULEX PIPIENS","36"," N PITTSBURGH AVE","T011","3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2851","7200 North Oketo Avenue, Chicago, IL 60631, USA","CULEX PIPIENS","72"," N OKETO AVE","T016","7200  N OKETO AVE, Chicago, IL",42.011601,-87.811506,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2852","3800 North California Avenue, Chicago, IL 60618, USA","CULEX PIPIENS/RESTUANS","38"," N CALIFORNIA AVE","T019","3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.698457,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2853","4900 West Balmoral Avenue, Chicago, IL 60630, USA","CULEX PIPIENS/RESTUANS","49"," W BALMORAL AVE","T025","4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2854","4900 West Balmoral Avenue, Chicago, IL 60630, USA","CULEX PIPIENS","49"," W BALMORAL AVE","T025","4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2855","5800 North Western Avenue, Chicago, IL 60659, USA","CULEX PIPIENS/RESTUANS","58"," N WESTERN AVE","T028","5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,1,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2856","5800 North Western Avenue, Chicago, IL 60659, USA","CULEX PIPIENS","58"," N WESTERN AVE","T028","5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,1,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2857","5000 South Central Avenue, Chicago, IL 60638, USA","CULEX PIPIENS/RESTUANS","50"," S CENTRAL AVE","T031","5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2858","5000 South Central Avenue, Chicago, IL 60638, USA","CULEX PIPIENS","50"," S CENTRAL AVE","T031","5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2859","1400 North Sacramento Avenue, Chicago, IL 60622, USA","CULEX PIPIENS/RESTUANS","14"," N HUMBOLDT DR","T033","1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2860","1400 North Sacramento Avenue, Chicago, IL 60622, USA","CULEX PIPIENS","14"," N HUMBOLDT DR","T033","1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2861","4200 North Richmond Street, Chicago, IL 60618, USA","CULEX PIPIENS/RESTUANS","42"," N RICHMOND ST","T146","4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2862","4200 North Richmond Street, Chicago, IL 60618, USA","CULEX PIPIENS","42"," N RICHMOND ST","T146","4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2863","1500 West Granville Avenue, Chicago, IL 60660, USA","CULEX PIPIENS/RESTUANS","15"," W GRANVILLE AVE","T149","1500  W GRANVILLE AVE, Chicago, IL",41.994469,-87.667736,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2864","1800 West Farwell Avenue, Chicago, IL 60626, USA","CULEX TERRITANS","18"," W FARWELL AVE","T150","1800  W FARWELL AVE, Chicago, IL",42.006858,-87.675919,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2865","3700 North Kedvale Avenue, Chicago, IL 60641, USA","CULEX PIPIENS","37"," N KEDVALE AVE","T218","3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2866","4500 North Campbell Avenue, Chicago, IL 60625, USA","CULEX PIPIENS","45"," N CAMPBELL AVE","T220","4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,1,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2867","4600 Milwaukee Avenue, Chicago, IL 60630, USA","CULEX PIPIENS/RESTUANS","46"," N MILWAUKEE AVE","T003","4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2868","6000 North Avondale Avenue, Chicago, IL 60631, USA","CULEX RESTUANS","60"," N AVONDALE AVE","T006","6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2869","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2870","7000 North Moselle Avenue, Chicago, IL 60646, USA","CULEX PIPIENS","70"," N MOSELL AVE","T008","7000  N MOSELL AVE, Chicago, IL",42.008314,-87.777921,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2871","6100 North Lemont Avenue, Chicago, IL 60646, USA","CULEX PIPIENS/RESTUANS","61"," N LEMONT AVE","T012","6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2872","6100 North Lemont Avenue, Chicago, IL 60646, USA","CULEX PIPIENS","61"," N LEMONT AVE","T012","6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
"2873","2700 South Western Avenue, Chicago, IL 60608, USA","CULEX SALINARIUS","27"," S WESTERN AVE","T034","2700  S WESTERN AVE, Chicago, IL",41.843811,-87.686763,0,2007-09-04,89,63,76,8,60,66,0,11,520,1822,0,29.28,30,2.8,22,4.3
