Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2,9/27/2008,80,55,68,NA,54,60,0,3,NA,NA,BR HZ,NA,NA,NA,0,29.39,30.04,1.6,7,3.1
1,9/28/2008,68,57,63,4,57,60,2,0,545,1739, ,0,NA,0,0,29.41,30.13,7.2,4,7.8
2,9/28/2008,69,60,65,NA,57,60,0,0,NA,NA, ,NA,NA,NA,0,29.46,30.11,7.3,4,7.4
1,9/29/2008,64,54,59,0,55,57,6,0,546,1737,RA BR,0,NA,0,0.82,29.26,30,3.5,33,4.8
2,9/29/2008,65,56,61,NA,57,59,4,0,NA,NA,RA BR HZ,NA,NA,NA,0.11,29.31,29.99,1.6,33,4.4
1,9/30/2008,59,48,54,-5,44,49,11,0,547,1735, ,0,NA,0,0,29.21,29.95,11.4,31,11.5
2,9/30/2008,61,48,55,NA,45,50,10,0,NA,NA, ,NA,NA,NA,0.01,29.27,29.94,9.3,31,9.5
1,10/1/2008,61,46,54,-4,40,47,11,0,548,1734, ,0,NA,0,0,29.24,29.97,11.2,33,11.1
2,10/1/2008,62,46,NA,NA,41,47,NA,NA,NA,NA, ,NA,NA,NA,0,29.3,29.96,10.9,33,11
1,10/2/2008,61,42,52,-6,40,47,13,0,549,1732, ,0,NA,0,0,29.18,29.91,8.7,28,9.2
2,10/2/2008,62,43,53,NA,40,47,12,0,NA,NA, ,NA,NA,NA,0,29.24,29.92,9.5,28,10.1
1,10/3/2008,60,44,52,-5,42,47,13,0,550,1730,RA,0,NA,0,0.01,29.34,30.05,6.5,3,7.7
2,10/3/2008,59,49,54,NA,43,49,11,0,NA,NA,RA,NA,NA,NA,0.01,29.4,30.04,6,6,8.3
1,10/4/2008,61,38,50,-7,38,45,15,0,552,1729, ,0,NA,0,0,29.51,30.23,3.2,11,4.4
2,10/4/2008,60,42,51,NA,39,46,14,0,NA,NA, ,NA,NA,NA,0,29.57,30.23,3.1,11,4.3
1,10/5/2008,61,41,51,-6,43,48,14,0,553,1727,RA,0,NA,0,0.06,29.51,30.25,5.6,11,6.6
2,10/5/2008,61,46,54,NA,41,49,11,0,NA,NA,RA,NA,NA,NA,0.03,29.57,30.24,6.5,11,7.2
1,10/6/2008,69,54,62,6,47,54,3,0,554,1725, ,0,NA,0,0,29.49,30.23,10.5,11,10.7
2,10/6/2008,70,56,63,NA,46,54,2,0,NA,NA, ,NA,NA,NA,0,29.55,30.23,8.9,12,9.1
1,10/7/2008,63,56,60,4,52,56,5,0,555,1724,RA BR,0,NA,0,0.8,29.24,30.01,10.3,13,11.3
2,10/7/2008,65,56,61,NA,52,56,4,0,NA,NA,RA DZ BR,NA,NA,NA,0.86,29.31,30.01,9.5,14,10.9
1,10/8/2008,64,50,57,1,51,54,8,0,556,1722,RA BR,0,NA,0,0.19,29.13,29.85,7.5,26,8.1
2,10/8/2008,63,52,58,NA,52,55,7,0,NA,NA,RA BR,NA,NA,NA,0.29,29.2,29.86,7.4,26,8.3
1,10/9/2008,69,47,58,3,38,49,7,0,557,1720, ,0,NA,0,0,29.36,30.05,5.5,29,5.8
2,10/9/2008,69,48,59,NA,39,49,6,0,NA,NA, ,NA,NA,NA,0,29.41,30.05,3.9,29,4.8
1,10/10/2008,72,42,57,2,42,50,8,0,558,1719, ,0,NA,0,0,29.47,30.18,4.8,11,6.7
2,10/10/2008,73,46,60,NA,41,51,5,0,NA,NA, ,NA,NA,NA,0,29.52,30.17,5.3,11,6.1
1,10/11/2008,79,51,65,11,50,57,0,0,559,1717, ,0,NA,0,0,29.52,30.24,4.2,14,5
2,10/11/2008,80,55,68,NA,50,57,0,3,NA,NA, ,NA,NA,NA,0,29.58,30.24,3.9,14,5
1,10/12/2008,84,57,71,17,56,61,0,6,600,1715,BR,0,NA,0,0,29.55,30.27,4.3,15,5.1
2,10/12/2008,86,62,74,NA,54,62,0,9,NA,NA, ,NA,NA,NA,0,29.61,30.26,5.8,16,6.3
1,10/13/2008,77,61,69,16,58,63,0,4,602,1714, ,0,NA,0,0,29.47,30.21,7.7,20,8.1
2,10/13/2008,79,64,72,NA,57,63,0,7,NA,NA, ,NA,NA,NA,0,29.54,30.2,8.3,20,8.7
1,10/14/2008,69,53,61,8,43,51,4,0,603,1712,RA,0,NA,0,0,29.49,30.22,2,30,6.8
2,10/14/2008,70,55,63,NA,43,52,2,0,NA,NA, ,NA,NA,NA,0,29.54,30.21,1.5,34,7.2
1,10/15/2008,63,47,55,2,50,53,10,0,604,1711,RA BR,0,NA,0,0.3,29.34,30.06,4.2,32,6.3
2,10/15/2008,64,50,57,NA,51,54,8,0,NA,NA,RA BR,NA,NA,NA,0.24,29.39,30.05,3.6,32,6.8
1,10/16/2008,59,43,51,-1,38,44,14,0,605,1709, ,0,NA,0,0,29.52,30.25,6.1,35,7.5
2,10/16/2008,59,44,52,NA,39,45,13,0,NA,NA, ,NA,NA,NA,0,29.57,30.24,6.7,35,8
1,10/17/2008,57,43,50,-2,39,44,15,0,606,1707, ,0,NA,0,0,29.53,30.26,6.2,36,7.2
2,10/17/2008,56,44,50,NA,40,46,15,0,NA,NA, ,NA,NA,NA,0,29.59,30.25,5.8,36,7.2
1,10/18/2008,60,43,52,1,40,45,13,0,607,1706,RA BR,0,NA,0,0.05,29.58,30.32,2.1,7,6.1
2,10/18/2008,60,46,53,NA,41,47,12,0,NA,NA,RA BR,NA,NA,NA,0.14,29.65,30.32,2.4,7,5.3
1,10/19/2008,62,40,51,0,37,45,14,0,608,1704, ,0,NA,0,0,29.49,30.24,12,19,12.4
2,10/19/2008,62,44,53,NA,37,46,12,0,NA,NA, ,NA,NA,NA,0,29.57,30.25,10.6,19,10.9
1,10/20/2008,55,43,49,-1,42,46,16,0,610,1703,RA BR,0,NA,0,0.18,29.48,30.21,4,31,7.6
2,10/20/2008,56,44,50,NA,43,47,15,0,NA,NA,RA BR,NA,NA,NA,0.31,29.54,30.21,3.2,31,7.4
1,10/21/2008,55,38,47,-3,35,42,18,0,611,1701, ,0,NA,0,0,29.64,30.37,7.1,2,8.7
2,10/21/2008,55,39,47,NA,37,43,18,0,NA,NA, ,NA,NA,NA,0,29.7,30.37,6.7,3,9.2
1,10/22/2008,52,35,44,-6,30,40,21,0,612,1660, ,0,NA,0,0,29.65,30.39,12.1,12,13.1
2,10/22/2008,54,40,47,NA,29,40,18,0,NA,NA, ,NA,NA,NA,0,29.71,30.4,12,12,12.6
1,10/23/2008,58,41,50,1,36,44,15,0,613,1658,RA,0,NA,0,0.16,29.5,30.27,11.5,12,11.8
2,10/23/2008,60,40,50,NA,34,43,15,0,NA,NA,RA,NA,NA,NA,0.09,29.56,30.27,10.6,12,10.8
1,10/24/2008,54,44,49,0,44,47,16,0,614,1657,TSRA RA BR,0,NA,0,0.32,29.18,29.96,5.3,19,6.1
2,10/24/2008,56,45,51,NA,44,47,14,0,NA,NA,RA BR,NA,NA,NA,0.63,29.25,29.97,5.6,20,6.9
1,10/25/2008,53,43,48,0,40,44,17,0,616,1656,RA DZ BR,0,NA,0,0,29.02,29.77,11.9,22,12.3
2,10/25/2008,53,43,48,NA,41,45,17,0,NA,NA, ,NA,NA,NA,0,29.09,29.79,12.8,23,13.2
1,10/26/2008,56,37,47,-1,32,41,18,0,617,1654,RA,0,NA,0,0,29.1,29.8,17.2,27,17.8
2,10/26/2008,56,36,46,NA,34,41,19,0,NA,NA,RA SN,NA,NA,NA,0.01,29.17,29.81,17.5,27,18.4
1,10/27/2008,47,33,40,-8,27,35,25,0,618,1653, ,0,NA,0,0,29.51,30.2,13.7,31,14.4
2,10/27/2008,47,34,41,NA,28,35,24,0,NA,NA,RA SN,NA,NA,NA,0,29.57,30.21,13.4,31,13.9
1,10/28/2008,45,31,38,-9,23,33,27,0,619,1651, ,0,NA,0,0,29.54,30.29,10.5,30,10.9
2,10/28/2008,45,32,39,NA,23,33,26,0,NA,NA, ,NA,NA,NA,0,29.6,30.31,9.9,30,10.3
1,10/29/2008,51,32,42,-5,24,34,23,0,620,1650, ,0,NA,0,0,29.47,30.21,3.7,32,6.2
2,10/29/2008,51,33,42,NA,25,35,23,0,NA,NA, ,NA,NA,NA,0,29.54,30.22,1.7,29,6.1
1,10/30/2008,62,31,47,1,32,41,18,0,622,1649, ,0,NA,0,0,29.57,30.31,10.5,19,10.4
2,10/30/2008,63,34,49,NA,31,41,16,0,NA,NA, ,NA,NA,NA,0,29.65,30.33,9.3,19,9.4
1,10/31/2008,70,48,59,13,46,51,6,0,623,1647, ,0,NA,0,0,29.57,30.3,5.7,22,7.4
2,10/31/2008,71,49,60,NA,46,51,5,0,NA,NA,HZ,NA,NA,NA,0,29.64,30.3,6,22,7.9
1,5/1/2009,60,46,53,0,40,47,12,0,448,1849,RA,0,NA,0,0.02,29.26,29.98,8.4,29,8.5
2,5/1/2009,62,48,55,NA,42,48,10,0,NA,NA,RA,NA,NA,NA,0.04,29.33,29.98,8.1,29,8.6
1,5/2/2009,66,44,55,1,33,45,10,0,447,1850, ,0,NA,0,0,29.21,29.94,8.8,26,9.2
2,5/2/2009,65,45,55,NA,34,46,10,0,NA,NA, ,NA,NA,NA,0,29.28,29.95,9.2,27,9.5
1,5/3/2009,70,43,57,3,34,47,8,0,446,1851, ,0,NA,0,0,29.19,29.92,3.9,26,4.9
2,5/3/2009,70,45,58,NA,35,48,7,0,NA,NA, ,NA,NA,NA,0,29.26,29.92,4.7,26,4.8
1,5/4/2009,70,43,57,3,34,47,8,0,444,1852, ,0,NA,0,0,29.31,30.02,6.5,9,7.6
2,5/4/2009,70,49,60,NA,36,48,5,0,NA,NA, ,NA,NA,NA,0,29.37,30.02,7.1,9,8.4
1,5/5/2009,71,49,60,5,40,50,5,0,443,1853, ,0,NA,0,0,29.22,29.95,5.5,13,6
2,5/5/2009,70,54,62,NA,41,51,3,0,NA,NA, ,NA,NA,NA,0,29.28,29.95,5.1,12,5.9
1,5/6/2009,75,51,63,8,51,55,2,0,442,1855,RA BR,0,NA,0,0.67,29.05,29.79,6.5,19,8.1
2,5/6/2009,75,56,66,NA,51,56,0,1,NA,NA,RA BR,NA,NA,NA,0.86,29.13,29.8,6.2,19,7.2
1,5/7/2009,77,56,67,12,52,57,0,2,441,1856,RA BR HZ,0,NA,0,0.19,29.01,29.73,8.5,25,10.3
2,5/7/2009,77,56,67,NA,53,58,0,2,NA,NA,RA BR HZ,NA,NA,NA,0.03,29.08,29.74,8.2,24,9.2
1,5/8/2009,77,53,65,9,53,58,0,0,439,1857,TSRA RA,0,NA,0,0.02,28.94,29.68,4.9,21,6
2,5/8/2009,74,57,66,NA,55,59,0,1,NA,NA,BR HZ,NA,NA,NA,0.01,29,29.67,4.4,20,6.1
1,5/9/2009,63,46,55,-1,44,48,10,0,438,1858, ,0,NA,0,0,29.19,29.87,6.8,29,11.8
2,5/9/2009,64,45,55,NA,44,49,10,0,NA,NA, ,NA,NA,NA,0,29.26,29.87,4.7,28,11.3
1,5/10/2009,67,40,54,-2,39,46,11,0,437,1859, ,0,NA,0,0,29.41,30.11,4.7,30,8.4
2,5/10/2009,67,43,55,NA,40,47,10,0,NA,NA,RA,NA,NA,NA,0.02,29.47,30.11,5.1,30,9
1,5/11/2009,61,39,50,-7,35,44,15,0,436,1860, ,0,NA,0,0,29.47,30.2,0.7,8,4.6
2,5/11/2009,61,40,51,NA,34,44,14,0,NA,NA, ,NA,NA,NA,0,29.53,30.2,2.1,7,4.5
1,5/12/2009,71,39,55,-2,34,47,10,0,435,1901, ,0,NA,0,0,29.38,30.13,9.5,16,9.6
2,5/12/2009,72,44,58,NA,32,47,7,0,NA,NA, ,NA,NA,NA,0,29.44,30.13,8.9,16,9.5
1,5/13/2009,70,53,62,4,56,58,3,0,434,1902,TSRA RA BR,0,NA,0,0.55,29.01,29.76,14.4,19,16.4
2,5/13/2009,71,54,63,NA,58,60,2,0,NA,NA,TSRA RA DZ BR,NA,NA,NA,1.03,29.08,29.77,12.9,18,14.8
1,5/14/2009,68,53,61,3,44,52,4,0,433,1903, ,0,NA,0,0,29.31,30,10.5,27,10.7
2,5/14/2009,69,55,62,NA,44,53,3,0,NA,NA, ,NA,NA,NA,0,29.38,30,11.1,27,11.3
1,5/15/2009,61,52,57,-1,51,54,8,0,432,1904,RA BR,0,NA,0,0.39,29.28,30,6,16,8.8
2,5/15/2009,63,55,59,NA,52,55,6,0,NA,NA,TSRA RA BR,NA,NA,NA,0.7,29.34,29.99,4.4,15,5.8
1,5/16/2009,62,45,54,-5,40,49,11,0,431,1905,BR,0,NA,0,0,29.36,30.05,11,29,12.5
2,5/16/2009,62,47,55,NA,41,50,10,0,NA,NA,DZ BR,NA,NA,NA,0.04,29.41,30.05,11,30,12.4
1,5/17/2009,63,39,51,-8,27,42,14,0,430,1906, ,0,NA,0,0,29.6,30.32,0.2,33,6.2
2,5/17/2009,59,41,50,NA,28,42,15,0,NA,NA, ,NA,NA,NA,0,29.67,30.32,3.3,9,6.5
1,5/18/2009,66,40,53,-7,33,45,12,0,429,1907, ,0,NA,0,0,29.54,30.29,9.6,19,9.9
2,5/18/2009,67,45,56,NA,30,45,9,0,NA,NA, ,NA,NA,NA,0,29.62,30.3,9.3,19,9.5
1,5/19/2009,80,52,66,6,44,55,0,1,428,1908, ,0,NA,0,0,29.48,30.21,13.5,21,13.8
2,5/19/2009,80,54,67,NA,43,54,0,2,NA,NA, ,NA,NA,NA,0,29.55,30.22,12.3,21,12.4
1,5/20/2009,84,61,73,12,44,57,0,8,427,1909, ,0,NA,0,0,29.4,30.13,14.4,20,14.6
2,5/20/2009,85,61,73,NA,43,57,0,8,NA,NA, ,NA,NA,NA,0,29.47,30.13,11.9,20,12.1
1,5/21/2009,84,60,72,11,49,59,0,7,426,1910, ,0,NA,0,0,29.38,30.09,7.8,23,12.8
2,5/21/2009,85,60,73,NA,48,59,0,8,NA,NA, ,NA,NA,NA,0,29.44,30.09,8.1,25,10.9
1,5/22/2009,69,53,61,0,46,53,4,0,425,1911, ,0,NA,0,0,29.46,30.18,10.4,4,10.7
2,5/22/2009,70,56,63,NA,47,54,2,0,NA,NA, ,NA,NA,NA,0,29.5,30.16,10,3,10.6
1,5/23/2009,80,50,65,4,50,57,0,0,425,1912, ,0,NA,0,0,29.33,30.06,4.5,7,5.7
2,5/23/2009,79,55,67,NA,51,58,0,2,NA,NA, ,NA,NA,NA,0,29.39,30.05,4.5,8,5.5
1,5/24/2009,71,55,63,1,46,53,2,0,424,1913, ,0,NA,0,0,29.34,30.07,10.4,4,11
2,5/24/2009,70,56,63,NA,47,54,2,0,NA,NA, ,NA,NA,NA,0,29.39,30.05,10.7,3,10.8
1,5/25/2009,67,54,61,-1,43,51,4,0,423,1914,RA DZ,0,NA,0,0.04,29.28,30.02,10.3,6,10.8
2,5/25/2009,64,56,60,NA,46,53,5,0,NA,NA,RA DZ,NA,NA,NA,0.08,29.33,30,8.7,6,9.5
1,5/26/2009,74,53,64,2,51,55,1,0,422,1915,TSRA RA BR,0,NA,0,1.73,29.08,29.82,7.5,5,7.8
2,5/26/2009,76,56,66,NA,54,58,0,1,NA,NA,TSRA RA BR,NA,NA,NA,1.38,29.13,29.81,5.7,6,6.8
1,5/27/2009,73,55,64,2,58,60,1,0,422,1916,DZ BR HZ,0,NA,0,0.02,28.95,29.68,3.6,24,7.2
2,5/27/2009,75,58,67,NA,60,63,0,2,NA,NA,DZ BR HZ,NA,NA,NA,0,29.02,29.67,6.8,24,8.3
1,5/28/2009,62,54,58,-5,51,54,7,0,421,1916, ,0,NA,0,0,29.06,29.76,6.8,30,8.1
2,5/28/2009,64,55,60,NA,51,54,5,0,NA,NA, ,NA,NA,NA,0,29.11,29.75,6.8,29,8.3
1,5/29/2009,74,50,62,-2,49,55,3,0,421,1917, ,0,NA,0,0,29.17,29.88,2.7,32,6.9
2,5/29/2009,77,55,66,NA,49,55,0,1,NA,NA, ,NA,NA,NA,0,29.23,29.87,2,31,6.8
1,5/30/2009,79,50,65,1,46,54,0,0,420,1918,RA,0,NA,0,0,29.09,29.81,2.9,27,6.8
2,5/30/2009,79,53,66,NA,46,55,0,1,NA,NA, ,NA,NA,NA,0,29.15,29.8,1.8,29,6.6
1,5/31/2009,73,45,59,-5,41,50,6,0,420,1919, ,0,NA,0,0,29.21,29.94,2.7,10,4.6
2,5/31/2009,72,49,61,NA,43,52,4,0,NA,NA, ,NA,NA,NA,0,29.26,29.93,2.9,9,6.3
1,6/1/2009,78,51,65,1,53,57,0,0,419,1920,TSRA RA,0,NA,0,0.44,29.19,29.89,1.2,34,11.1
2,6/1/2009,80,52,66,NA,54,58,0,1,NA,NA,TSRA RA,NA,NA,NA,0.83,29.25,29.88,1,34,10
1,6/2/2009,60,48,54,-10,46,50,11,0,419,1920,RA BR,0,NA,0,0.12,29.36,30.09,7.4,3,8
2,6/2/2009,61,50,56,NA,47,51,9,0,NA,NA,RA BR,NA,NA,NA,0.06,29.42,30.07,8.3,3,9.2
1,6/3/2009,61,43,52,-12,39,46,13,0,418,1921, ,0,NA,0,0,29.42,30.15,10.5,4,10.7
2,6/3/2009,61,47,54,NA,40,48,11,0,NA,NA, ,NA,NA,NA,0,29.47,30.13,11,2,11.4
1,6/4/2009,68,42,55,-9,37,48,10,0,418,1922, ,0,NA,0,0,29.31,30.05,4.7,4,5.9
2,6/4/2009,68,47,58,NA,38,49,7,0,NA,NA, ,NA,NA,NA,0,29.36,30.05,5.2,5,6.4
1,6/5/2009,79,44,62,-3,44,54,3,0,417,1923, ,0,NA,0,0,29.18,29.91,5.8,26,6.7
2,6/5/2009,80,47,64,NA,43,54,1,0,NA,NA, ,NA,NA,NA,0,29.23,29.91,6.3,25,7.2
1,6/6/2009,63,51,57,-9,45,50,8,0,417,1923, ,0,NA,0,0.02,29.2,29.93,6.2,5,7.7
2,6/6/2009,66,55,61,NA,48,53,4,0,NA,NA,RA,NA,NA,NA,0,29.26,29.92,4.7,3,7.2
1,6/7/2009,73,52,63,-3,53,57,2,0,417,1924,BR,0,NA,0,0.04,29.14,29.87,2.7,8,6.9
2,6/7/2009,74,56,65,NA,54,59,0,0,NA,NA,RA BR,NA,NA,NA,0,29.21,29.86,1.5,11,7.7
1,6/8/2009,80,52,66,0,60,63,0,1,417,1925,TSRA RA BR,0,NA,0,0.45,29.06,29.77,5.9,24,9.2
2,6/8/2009,82,55,69,NA,61,65,0,4,NA,NA,TSRA RA BR HZ,NA,NA,NA,0.3,29.11,29.76,6.4,25,10
1,6/9/2009,67,55,61,-5,53,56,4,0,416,1925,DZ BR,0,NA,0,0,29.23,29.94,4,6,6.3
2,6/9/2009,67,56,62,NA,53,56,3,0,NA,NA,DZ BR HZ,NA,NA,NA,0,29.29,29.94,6.4,8,7.9
1,6/10/2009,67,54,61,-6,49,53,4,0,416,1926,RA,0,NA,0,0.01,29.15,29.89,8,5,8.7
2,6/10/2009,67,55,61,NA,50,55,4,0,NA,NA,RA,NA,NA,NA,0.04,29.21,29.88,8.5,4,9.2
1,6/11/2009,64,53,59,-8,51,54,6,0,416,1926,RA HZ,0,NA,0,0.01,29.11,29.83,10.2,3,10.3
2,6/11/2009,60,53,57,NA,53,54,8,0,NA,NA,RA BR HZ,NA,NA,NA,1.14,29.17,29.82,8.8,1,9
1,6/12/2009,74,49,62,-6,49,55,3,0,416,1927,RA,0,NA,0,0,29.24,29.95,4.4,7,5.8
2,6/12/2009,72,50,61,NA,49,55,4,0,NA,NA, ,NA,NA,NA,0,29.3,29.95,5,6,6.7
1,6/13/2009,68,54,61,-7,51,55,4,0,416,1927,RA BR,0,NA,0,0.33,29.28,30,5.9,5,6.7
2,6/13/2009,66,56,61,NA,52,55,4,0,NA,NA,RA,NA,NA,NA,0.31,29.34,29.99,7.2,4,7.6
1,6/14/2009,77,51,64,-4,48,57,1,0,416,1928, ,0,NA,0,0,29.29,30.01,4.5,4,4.7
2,6/14/2009,76,54,65,NA,50,57,0,0,NA,NA, ,NA,NA,NA,0,29.34,30,5.1,5,5.8
1,6/15/2009,81,53,67,-1,49,58,0,2,416,1928, ,0,NA,0,0,29.28,30.01,5.5,9,6.4
2,6/15/2009,81,57,69,NA,49,58,0,4,NA,NA,HZ,NA,NA,NA,0,29.34,29.99,7.4,9,7.7
1,6/16/2009,71,59,65,-4,55,60,0,0,416,1929,RA BR,0,NA,0,1.23,29.15,29.89,11.2,10,11.8
2,6/16/2009,71,64,68,NA,57,61,0,3,NA,NA,RA BR,NA,NA,NA,1.07,29.21,29.87,10.3,11,10.7
1,6/17/2009,71,61,66,-3,59,62,0,1,416,1929,BR HZ,0,NA,0,0,29.16,29.88,3,36,6.2
2,6/17/2009,73,63,68,NA,60,63,0,3,NA,NA,BR HZ,NA,NA,NA,0,29.21,29.87,2.6,34,6.7
1,6/18/2009,80,61,71,1,63,67,0,6,416,1929,RA BR,0,NA,0,0.12,29.08,NA,6.7,16,7.9
2,6/18/2009,81,63,72,NA,64,67,0,7,NA,NA,TSRA BR HZ,NA,NA,NA,0.11,29.15,29.79,3.7,17,5.8
1,6/19/2009,86,65,76,6,67,69,0,11,416,1930,TS TSRA BR,0,NA,0,3.97,28.97,29.7,7.2,18,11.6
2,6/19/2009,88,66,77,NA,68,70,0,12,NA,NA,TS TSRA RA BR,NA,NA,NA,0.87,29.03,29.68,6.3,18,10.5
1,6/20/2009,87,68,78,8,65,70,0,13,416,1930, ,0,NA,0,0,29.08,29.76,8.3,29,8.6
2,6/20/2009,88,69,79,NA,65,70,0,14,NA,NA, ,NA,NA,NA,0,29.13,29.74,8.3,28,8.6
1,6/21/2009,84,70,77,7,63,68,0,12,416,1930, ,0,NA,0,0.01,29.12,29.82,2.8,7,3.9
2,6/21/2009,86,71,79,NA,64,69,0,14,NA,NA,RA,NA,NA,NA,0,29.17,29.8,3.3,9,3.5
1,6/22/2009,89,68,79,9,67,71,0,14,417,1931,TSRA RA,0,NA,0,0.09,29.09,29.79,4,11,5.6
2,6/22/2009,89,70,80,NA,67,71,0,15,NA,NA,TSRA,NA,NA,NA,0.06,29.15,29.77,5.3,12,7.2
1,6/23/2009,94,71,83,13,69,73,0,18,417,1931, ,0,NA,0,0,29.16,29.87,1.8,14,3.5
2,6/23/2009,92,75,84,NA,68,73,0,19,NA,NA, ,NA,NA,NA,0,29.22,29.85,2.8,13,4.5
1,6/24/2009,94,75,85,14,68,73,0,20,417,1931,TSRA,0,NA,0,0.04,29.16,29.87,1.9,22,5.8
2,6/24/2009,93,73,83,NA,68,73,0,18,NA,NA,BR,NA,NA,NA,0.78,29.21,29.85,2.1,23,4.3
1,6/25/2009,94,75,85,14,69,73,0,20,417,1931, ,0,NA,0,0,29.08,29.8,2.4,32,4.9
2,6/25/2009,93,76,85,NA,68,73,0,20,NA,NA, ,NA,NA,NA,0,29.15,29.77,1.8,26,4.6
1,6/26/2009,86,69,78,7,60,NA,0,13,418,1931, ,0,NA,0,0,NA,29.85,6.4,4,8.2
2,6/26/2009,86,72,79,NA,61,67,0,14,NA,NA, ,NA,NA,NA,0,29.2,29.83,6.4,4,8
1,6/27/2009,89,62,76,5,61,67,0,11,418,1931,TS RA,0,NA,0,0.3,29.1,29.82,5.1,21,6.9
2,6/27/2009,90,67,79,NA,60,67,0,14,NA,NA,RA,NA,NA,NA,0.05,29.18,29.8,6,22,6.9
1,6/28/2009,83,66,75,4,53,62,0,10,419,1931, ,0,NA,0,0,29,29.73,13.2,29,13.6
2,6/28/2009,83,68,76,NA,53,62,0,11,NA,NA, ,NA,NA,NA,0,29.08,29.71,14.1,29,14.6
1,6/29/2009,77,63,70,-1,54,61,0,5,419,1931, ,0,NA,0,0,28.89,29.6,12.2,30,12.7
2,6/29/2009,78,65,72,NA,54,61,0,7,NA,NA, ,NA,NA,NA,0,28.95,29.59,13.4,30,14.1
1,6/30/2009,66,59,63,-9,53,57,2,0,419,1931, ,0,NA,0,0,28.95,29.65,8.9,30,9.1
2,6/30/2009,68,61,65,NA,53,58,0,0,NA,NA, ,NA,NA,NA,0,29,29.64,8.1,30,8.3
1,7/1/2009,65,57,61,-11,52,56,4,0,420,1931,RA DZ,0,NA,0,0,29.07,29.77,8.2,32,8.7
2,7/1/2009,65,57,61,NA,54,57,4,0,NA,NA,RA DZ BR,NA,NA,NA,0.02,29.13,29.76,6.6,31,7.4
1,7/2/2009,73,59,66,-6,54,60,0,1,420,1931, ,0,NA,0,0,29.26,29.95,8.4,31,8.8
2,7/2/2009,73,60,67,NA,55,60,0,2,NA,NA, ,NA,NA,NA,0,29.31,29.94,5.7,31,7.6
1,7/3/2009,79,63,71,-1,56,62,0,6,421,1931, ,0,NA,0,0,29.36,30.06,1.2,34,5.8
2,7/3/2009,79,62,71,NA,56,62,0,6,NA,NA, ,NA,NA,NA,0,29.41,30.05,1.8,2,6.5
1,7/4/2009,69,59,64,-8,58,61,1,0,422,1930,RA BR FU,0,NA,0,0.2,29.26,29.99,1.8,13,3.8
2,7/4/2009,69,63,66,NA,58,62,0,1,NA,NA,RA BR,NA,NA,NA,0.12,29.31,29.98,3.4,14,4.7
1,7/5/2009,81,57,69,-3,58,63,0,4,422,1930,RA BR HZ,0,NA,0,0.05,29.2,29.92,0.7,34,2.4
2,7/5/2009,82,61,72,NA,59,64,0,7,NA,NA,BR HZ,NA,NA,NA,0.03,29.25,29.9,0.3,36,2.6
1,7/6/2009,86,60,73,1,54,62,0,8,423,1930, ,0,NA,0,0,29.14,29.86,7.5,31,7.8
2,7/6/2009,85,63,74,NA,54,63,0,9,NA,NA, ,NA,NA,NA,0,29.2,29.84,4.2,30,5.5
1,7/7/2009,77,59,68,-4,54,60,0,3,423,1930,RA,0,NA,0,0,29.18,29.89,5.9,7,7
2,7/7/2009,76,65,71,NA,55,61,0,6,NA,NA, ,NA,NA,NA,0,29.24,29.88,5.9,7,7.5
1,7/8/2009,65,61,63,-10,56,59,2,0,424,1929,RA,0,NA,0,0.06,29.28,29.99,6.8,6,7
2,7/8/2009,68,62,65,NA,55,59,0,0,NA,NA,RA,NA,NA,NA,0.17,29.34,29.98,7,8,7.4
1,7/9/2009,79,59,69,-4,57,63,0,4,425,1929, ,0,NA,0,0,29.35,30.07,5.8,11,6.9
2,7/9/2009,80,63,72,NA,58,64,0,7,NA,NA, ,NA,NA,NA,0,29.41,30.05,6.5,10,7.3
1,7/10/2009,82,63,73,0,64,67,0,8,425,1929,RA BR,0,NA,0,0.08,29.34,30.06,4.4,21,4.9
2,7/10/2009,84,67,76,NA,65,68,0,11,NA,NA,RA BR HZ,NA,NA,NA,0.12,29.41,30.04,3.6,21,4.6
1,7/11/2009,85,63,74,1,59,65,0,9,426,1928,TSRA BR HZ,0,NA,0,0.25,29.34,30.04,4.8,31,7
2,7/11/2009,85,68,77,NA,60,67,0,12,NA,NA,TSRA BR,NA,NA,NA,1.12,29.39,30.02,5.9,29,7.6
1,7/12/2009,82,58,70,-3,51,60,0,5,427,1928, ,0,NA,0,0,29.35,30.07,2.9,29,5.7
2,7/12/2009,82,60,71,NA,50,60,0,6,NA,NA, ,NA,NA,NA,0,29.41,30.05,1.9,33,5.2
1,7/13/2009,79,61,70,-3,46,57,0,5,428,1927, ,0,NA,0,0,29.36,30.07,4.8,7,5.8
2,7/13/2009,78,66,72,NA,48,59,0,7,NA,NA, ,NA,NA,NA,0,29.41,30.05,5.8,7,7.4
1,7/14/2009,80,55,68,-5,51,59,0,3,428,1927, ,0,NA,0,0,29.34,30.07,6.7,16,7.5
2,7/14/2009,81,60,71,NA,49,60,0,6,NA,NA, ,NA,NA,NA,0,29.41,30.06,7.5,16,7.7
