"","Species","Latitude","Longitude","WnvPresent","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","CodeSum","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
"1566","CULEX PIPIENS",41.963976,-87.69181,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1567","CULEX PIPIENS/RESTUANS",41.953705,-87.733974,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1568","CULEX PIPIENS",41.953705,-87.733974,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1569","CULEX PIPIENS/RESTUANS",41.964242,-87.757639,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1570","CULEX PIPIENS",41.964242,-87.757639,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1571","CULEX PIPIENS/RESTUANS",41.990284,-87.797127,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1572","CULEX PIPIENS",41.990284,-87.797127,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1573","CULEX PIPIENS/RESTUANS",42.008314,-87.777921,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1574","CULEX PIPIENS/RESTUANS",42.008314,-87.777921,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1575","CULEX RESTUANS",42.008314,-87.777921,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1576","CULEX PIPIENS",42.008314,-87.777921,1,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1577","CULEX PIPIENS",42.008314,-87.777921,1,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1578","CULEX PIPIENS/RESTUANS",41.991429,-87.747113,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1579","CULEX PIPIENS",41.991429,-87.747113,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1580","CULEX PIPIENS",41.843811,-87.686763,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1581","CULEX PIPIENS/RESTUANS",41.921177,-87.79518,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1582","CULEX PIPIENS",41.921177,-87.79518,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1583","CULEX PIPIENS",41.857402,-87.694991,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1584","CULEX PIPIENS/RESTUANS",41.721474,-87.648064,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1585","CULEX RESTUANS",41.721474,-87.648064,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1586","CULEX PIPIENS",41.869107,-87.696293,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1587","CULEX PIPIENS/RESTUANS",41.719059,-87.675088,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1588","CULEX PIPIENS",41.719059,-87.675088,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1589","CULEX PIPIENS/RESTUANS",41.966987,-87.674677,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1590","CULEX PIPIENS",41.966987,-87.674677,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1591","CULEX PIPIENS/RESTUANS",41.970248,-87.787992,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1592","CULEX PIPIENS",41.970248,-87.787992,1,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1593","CULEX PIPIENS/RESTUANS",42.010412,-87.66214,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1594","CULEX PIPIENS/RESTUANS",41.89923,-87.716788,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1595","CULEX PIPIENS/RESTUANS",41.692555,-87.598865,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1596","CULEX PIPIENS",41.692555,-87.598865,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1597","CULEX RESTUANS",41.94016,-87.794896,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1598","CULEX PIPIENS",41.94016,-87.794896,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1599","CULEX PIPIENS/RESTUANS",41.903002,-87.688267,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1600","CULEX RESTUANS",41.903002,-87.688267,1,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1601","CULEX PIPIENS",41.903002,-87.688267,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1602","CULEX PIPIENS/RESTUANS",41.704336,-87.703736,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1603","CULEX PIPIENS/RESTUANS",41.836644,-87.677737,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1604","CULEX RESTUANS",41.836644,-87.677737,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1605","CULEX PIPIENS/RESTUANS",41.837085,-87.729384,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1606","CULEX PIPIENS/RESTUANS",41.911824,-87.726737,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1607","CULEX PIPIENS",41.911824,-87.726737,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1608","CULEX PIPIENS/RESTUANS",41.823065,-87.678378,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1609","CULEX PIPIENS/RESTUANS",41.801179,-87.679447,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1610","CULEX PIPIENS",41.801179,-87.679447,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1611","CULEX PIPIENS/RESTUANS",41.778297,-87.752411,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1612","CULEX PIPIENS",41.778297,-87.752411,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1613","CULEX PIPIENS",41.77166,-87.703047,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1614","CULEX PIPIENS/RESTUANS",41.759346,-87.745602,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1615","CULEX PIPIENS",41.759346,-87.745602,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1616","CULEX PIPIENS/RESTUANS",41.768388,-87.678649,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1617","CULEX PIPIENS/RESTUANS",41.797616,-87.797894,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1618","CULEX PIPIENS/RESTUANS",41.773215,-87.60088,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1619","CULEX PIPIENS",41.773215,-87.60088,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1620","CULEX PIPIENS/RESTUANS",41.822536,-87.666343,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1621","CULEX RESTUANS",41.822536,-87.666343,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1622","CULEX PIPIENS",41.822536,-87.666343,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1623","CULEX PIPIENS/RESTUANS",41.799282,-87.585487,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1624","CULEX PIPIENS",41.799282,-87.585487,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1625","CULEX PIPIENS/RESTUANS",41.766202,-87.562889,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1626","CULEX RESTUANS",41.766202,-87.562889,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1627","CULEX PIPIENS",41.766202,-87.562889,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1628","CULEX PIPIENS/RESTUANS",41.754676,-87.612922,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1629","CULEX PIPIENS",41.754676,-87.612922,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1630","CULEX PIPIENS/RESTUANS",41.821582,-87.627796,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1631","CULEX RESTUANS",41.821582,-87.627796,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1632","CULEX PIPIENS",41.821582,-87.627796,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1633","CULEX PIPIENS/RESTUANS",41.803423,-87.642984,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1634","CULEX PIPIENS",41.803423,-87.642984,1,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1635","CULEX PIPIENS/RESTUANS",41.754292,-87.590773,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1636","CULEX PIPIENS",41.754292,-87.590773,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1637","CULEX PIPIENS/RESTUANS",41.798697,-87.736812,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1638","CULEX PIPIENS/RESTUANS",41.776156,-87.778927,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1639","CULEX PIPIENS",41.776156,-87.778927,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1640","CULEX PIPIENS/RESTUANS",41.82561,-87.726549,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1641","CULEX PIPIENS/RESTUANS",41.644612,-87.604498,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1642","CULEX PIPIENS",41.644612,-87.604498,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1643","CULEX PIPIENS/RESTUANS",41.733643,-87.55551,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1644","CULEX PIPIENS",41.733643,-87.55551,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1645","CULEX PIPIENS/RESTUANS",41.717753,-87.531657,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1646","CULEX PIPIENS",41.717753,-87.531657,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1647","CULEX PIPIENS/RESTUANS",41.750498,-87.605294,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1648","CULEX RESTUANS",41.750498,-87.605294,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1649","CULEX PIPIENS",41.750498,-87.605294,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1650","CULEX PIPIENS/RESTUANS",41.984809,-87.728492,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1651","CULEX PIPIENS",41.984809,-87.728492,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1652","CULEX PIPIENS/RESTUANS",41.825902,-87.667827,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1653","CULEX RESTUANS",41.825902,-87.667827,0,91,72,82,9,73,76,0,17,451,1904,"RA BR",1.31,29.06,29.76,6.2,25,9
"1654","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,1,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1655","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1656","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1657","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1658","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1659","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1660","CULEX PIPIENS/RESTUANS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1661","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1662","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1663","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1664","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1665","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1666","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1667","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1668","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1669","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1670","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1671","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1672","CULEX PIPIENS",41.673408,-87.599862,1,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1673","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1674","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1675","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1676","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1677","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1678","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1679","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1680","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1681","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1682","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1683","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1684","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1685","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1686","CULEX PIPIENS",41.673408,-87.599862,1,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1687","CULEX PIPIENS",41.673408,-87.599862,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1688","CULEX PIPIENS/RESTUANS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1689","CULEX PIPIENS/RESTUANS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1690","CULEX PIPIENS/RESTUANS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1691","CULEX PIPIENS/RESTUANS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1692","CULEX PIPIENS/RESTUANS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1693","CULEX PIPIENS/RESTUANS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1694","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1695","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1696","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1697","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1698","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1699","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1700","CULEX PIPIENS",41.726465,-87.585413,1,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1701","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1702","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1703","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1704","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1705","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1706","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1707","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1708","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1709","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1710","CULEX PIPIENS",41.726465,-87.585413,1,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1711","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1712","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1713","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1714","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1715","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1716","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1717","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1718","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1719","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1720","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1721","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1722","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1723","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1724","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1725","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1726","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1727","CULEX PIPIENS",41.726465,-87.585413,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1728","CULEX PIPIENS/RESTUANS",41.729669,-87.582699,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1729","CULEX PIPIENS",41.729669,-87.582699,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1730","CULEX PIPIENS/RESTUANS",41.704572,-87.565666,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1731","CULEX PIPIENS/RESTUANS",41.704572,-87.565666,1,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1732","CULEX RESTUANS",41.704572,-87.565666,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1733","CULEX PIPIENS",41.704572,-87.565666,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1734","CULEX PIPIENS",41.704572,-87.565666,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1735","CULEX PIPIENS",41.704572,-87.565666,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1736","CULEX PIPIENS",41.704572,-87.565666,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1737","CULEX PIPIENS",41.704572,-87.565666,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1738","CULEX PIPIENS",41.704572,-87.565666,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
"1739","CULEX PIPIENS",41.704572,-87.565666,0,87,73,80,7,71,73,0,15,452,1903,"TSRA RA BR",0.06,29.13,29.83,3,3,6.9
